"Report Type","DBN","School Name","Grade","Year","Demographic Category","Demographic Variable","# Total Days","# Days Absent","# Days Present","% Attendance","# Contributing 20+ Total Days","# Chronically Absent","% Chronically Absent","Total Enrollment","Grade PK (Half Day & Full Day)","Grade K","Grade 1","Grade 2","Grade 3","Grade 4","Grade 5","Grade 6","Grade 7","Grade 8","Grade 9","Grade 10","Grade 11","Grade 12","# Female","% Female","# Male","% Male","# Asian","% Asian","# Black","% Black","# Hispanic","% Hispanic","# Multiple Race Categories Not Represented","% Multiple Race Categories Not Represented","# White","% White","# Students with Disabilities","% Students with Disabilities","# English Language Learners","% English Language Learners","# Poverty","% Poverty","Economic Need Index"
"School","11X083","P.S. 083 Donald Hertz","All Grades","2016-17","All Students","All Students",306756,15715,291041,94.9,1805,210,11.6,1750,0,125,163,197,200,198,184,221,236,226,0,0,0,0,858,49,892,51,157,9,131,7.5,857,49,14,0.8,591,33.8,337,19.3,258,14.7,833,47.6,56.2
"School","11X087","P.S. 087 Bronx","All Grades","2016-17","All Students","All Students",108247,7012,101235,93.5,647,137,21.2,601,0,70,95,97,115,103,121,0,0,0,0,0,0,0,270,44.9,331,55.1,35,5.8,431,71.7,94,15.6,35,5.8,6,1,129,21.5,12,2,527,87.7,60.6
"School","11X089","P.S. 089 Bronx","All Grades","2016-17","All Students","All Students",266183,20892,245291,92.2,1598,455,28.5,1510,53,134,178,159,177,156,144,164,159,186,0,0,0,0,740,49,770,51,130,8.6,295,19.5,821,54.4,16,1.1,248,16.4,264,17.5,317,21,912,60.4,68
"School","11X096","P.S. 096 Richard Rodgers","All Grades","2016-17","All Students","All Students",170591,14440,156151,91.5,1020,338,33.1,955,0,150,156,146,171,162,170,0,0,0,0,0,0,0,470,49.2,485,50.8,38,4,231,24.2,592,62,10,1,84,8.8,201,21,89,9.3,663,69.4,76
"School","11X097","P.S. 097 Bronx","All Grades","2016-17","All Students","All Students",129539,8381,121158,93.5,773,167,21.6,741,36,110,115,115,120,128,117,0,0,0,0,0,0,0,372,50.2,369,49.8,131,17.7,202,27.3,271,36.6,19,2.6,118,15.9,151,20.4,59,8,568,76.7,46.9
"School","11X103","P.S. 103 Hector Fontanez","All Grades","2016-17","All Students","All Students",209341,20444,188897,90.2,1284,507,39.5,1194,0,175,200,217,199,225,178,0,0,0,0,0,0,0,593,49.7,601,50.3,26,2.2,637,53.4,466,39,40,3.4,25,2.1,254,21.3,197,16.5,1033,86.5,77.4
"School","11X105","P.S. 105 Sen Abraham Bernstein","All Grades","2016-17","All Students","All Students",216056,14592,201464,93.2,1305,293,22.5,1217,0,174,196,192,204,250,201,0,0,0,0,0,0,0,569,46.8,648,53.2,100,8.2,146,12,775,63.7,20,1.6,176,14.5,262,21.5,302,24.8,1116,91.7,74
"School","11X106","P.S. 106 Parkchester","All Grades","2016-17","All Students","All Students",196487,13900,182587,92.9,1182,292,24.7,1109,53,149,177,200,167,170,193,0,0,0,0,0,0,0,524,47.2,585,52.8,366,33,298,26.9,386,34.8,22,2,37,3.3,186,16.8,177,16,684,61.7,64.4
"School","11X108","P.S. 108 Philip J. Abinanti","All Grades","2016-17","All Students","All Students",104708,6355,98353,93.9,617,110,17.8,596,18,102,95,89,104,108,80,0,0,0,0,0,0,0,282,47.3,314,52.7,66,11.1,37,6.2,253,42.4,13,2.2,227,38.1,92,15.4,73,12.2,478,80.2,44.5
"School","11X111","P.S. 111 Seton Falls","All Grades","2016-17","All Students","All Students",119457,11827,107630,90.1,733,283,38.6,670,44,90,124,115,91,101,105,0,0,0,0,0,0,0,335,50,335,50,6,0.9,394,58.8,253,37.8,10,1.5,7,1,200,29.9,45,6.7,627,93.6,75.4
"School","11X112","P.S. 112 Bronxwood","All Grades","2016-17","All Students","All Students",68771,6117,62654,91.1,429,146,34,390,41,57,59,63,58,53,59,0,0,0,0,0,0,0,197,50.5,193,49.5,2,0.5,196,50.3,183,46.9,0,0,9,2.3,83,21.3,19,4.9,381,97.7,91.8
"School","11X121","P.S. 121 Throop","All Grades","2016-17","All Students","All Students",167976,12714,155262,92.4,999,271,27.1,945,36,125,130,174,157,167,156,0,0,0,0,0,0,0,478,50.6,467,49.4,72,7.6,553,58.5,262,27.7,9,1,49,5.2,166,17.6,59,6.2,521,55.1,61.4
"School","11X127","J.H.S. 127 The Castle Hill","All Grades","2016-17","All Students","All Students",140255,8660,131595,93.8,839,170,20.3,776,0,0,0,0,0,0,0,274,268,234,0,0,0,0,371,47.8,405,52.2,242,31.2,183,23.6,305,39.3,9,1.2,37,4.8,127,16.4,131,16.9,502,64.7,67.7
"School","11X144","J.H.S. 144 Michelangelo","All Grades","2016-17","All Students","All Students",86482,7544,78938,91.3,524,148,28.2,497,0,0,0,0,0,0,0,164,166,167,0,0,0,0,240,48.3,257,51.7,19,3.8,310,62.4,157,31.6,2,0.4,9,1.8,139,28,41,8.2,309,62.2,62.5
"School","11X153","P.S. 153 Helen Keller","All Grades","2016-17","All Students","All Students",121291,5725,115566,95.3,702,89,12.7,688,17,80,108,110,115,125,133,0,0,0,0,0,0,0,332,48.3,356,51.7,65,9.4,411,59.7,168,24.4,12,1.7,32,4.7,92,13.4,11,1.6,454,66,39.1
"School","11X160","P.S. 160 Walt Disney","All Grades","2016-17","All Students","All Students",73270,4914,68356,93.3,437,95,21.7,417,49,67,68,58,53,54,68,0,0,0,0,0,0,0,179,42.9,238,57.1,10,2.4,254,60.9,134,32.1,13,3.1,6,1.4,107,25.7,20,4.8,312,74.8,43.6
"School","11X169","Baychester Academy","All Grades","2016-17","All Students","All Students",72667,4770,67897,93.4,435,99,22.8,414,36,51,58,67,67,67,68,0,0,0,0,0,0,0,214,51.7,200,48.3,10,2.4,301,72.7,84,20.3,14,3.4,5,1.2,78,18.8,16,3.9,364,87.9,61.6
"School","11X175","P.S. 175 City Island","All Grades","2016-17","All Students","All Students",59404,3446,55958,94.2,351,60,17.1,344,0,37,41,38,26,46,23,47,45,41,0,0,0,0,172,50,172,50,18,5.2,26,7.6,121,35.2,8,2.3,171,49.7,63,18.3,10,2.9,144,41.9,25.2
"School","11X178","P.S. 178 - Dr. Selman Waksman","All Grades","2016-17","All Students","All Students",84476,5084,79392,94,508,112,22,484,0,63,74,74,88,92,93,0,0,0,0,0,0,0,235,48.6,249,51.4,12,2.5,290,59.9,152,31.4,7,1.4,23,4.8,111,22.9,21,4.3,383,79.1,47.4
"School","11X180","M.S. 180 Dr. Daniel Hale Williams","All Grades","2016-17","All Students","All Students",154228,7935,146293,94.9,901,120,13.3,880,0,0,0,0,0,0,0,298,292,290,0,0,0,0,492,55.9,388,44.1,26,3,596,67.7,215,24.4,20,2.3,23,2.6,150,17,14,1.6,690,78.4,47
"School","11X181","I.S. 181 Pablo Casals","All Grades","2016-17","All Students","All Students",149325,9570,139755,93.6,870,166,19.1,850,0,0,0,0,0,0,0,295,294,261,0,0,0,0,410,48.2,440,51.8,38,4.5,524,61.6,243,28.6,15,1.8,30,3.5,226,26.6,18,2.1,671,78.9,50
"School","11X189","Cornerstone Academy for Social Action","All Grades","2016-17","All Students","All Students",68845,4712,64133,93.2,407,98,24.1,395,32,52,60,70,65,55,61,0,0,0,0,0,0,0,192,48.6,203,51.4,2,0.5,206,52.2,164,41.5,9,2.3,14,3.5,73,18.5,18,4.6,358,90.6,70
"School","11X194","P.S./M.S. 194","All Grades","2016-17","All Students","All Students",238165,13932,224233,94.2,1418,264,18.6,1345,0,120,132,130,158,158,168,176,157,146,0,0,0,0,673,50,672,50,477,35.5,101,7.5,677,50.3,25,1.9,65,4.8,204,15.2,247,18.4,832,61.9,68.9
"School","11X249","Bronx Health Sciences High School","All Grades","2016-17","All Students","All Students",51726,3728,47998,92.8,342,64,18.7,322,0,0,0,0,0,0,0,0,0,0,113,72,85,52,182,56.5,139,43.2,30,9.3,146,45.3,117,36.3,20,6.2,9,2.8,38,11.8,21,6.5,249,77.3,61.6
"School","11X253","Bronx High School for Writing and Communication Ar","All Grades","2016-17","All Students","All Students",52770,9842,42928,81.3,358,184,51.4,317,0,0,0,0,0,0,0,0,0,0,77,92,73,75,155,48.9,162,51.1,12,3.8,145,45.7,146,46.1,6,1.9,8,2.5,82,25.9,38,12,193,60.9,71.4
"School","11X265","Bronx Lab School","All Grades","2016-17","All Students","All Students",63842,12220,51622,80.9,425,235,55.3,415,0,0,0,0,0,0,0,0,0,0,117,125,99,74,164,39.5,251,60.5,11,2.7,179,43.1,208,50.1,6,1.4,11,2.7,113,27.2,51,12.3,280,67.5,76.6
"School","11X270","Academy for Scholarship and Entrepreneurship: A Co","All Grades","2016-17","All Students","All Students",59858,11424,48434,80.9,404,229,56.7,370,0,0,0,0,0,0,0,0,0,0,90,97,100,83,191,51.6,179,48.4,13,3.5,230,62.2,111,30,10,2.7,6,1.6,82,22.2,26,7,294,79.5,67.9
"School","11X275","High School of Computers and Technology","All Grades","2016-17","All Students","All Students",85356,10933,74423,87.2,544,141,25.9,525,0,0,0,0,0,0,0,0,0,0,188,166,87,84,74,14.1,451,85.9,33,6.3,180,34.3,292,55.6,10,1.9,10,1.9,136,25.9,35,6.7,352,67,73.5
"School","11X287","North Bronx School of Empowerment","All Grades","2016-17","All Students","All Students",46173,4390,41783,90.5,283,95,33.6,263,0,0,0,0,0,0,0,94,76,93,0,0,0,0,123,46.8,140,53.2,7,2.7,147,55.9,90,34.2,15,5.7,4,1.5,65,24.7,28,10.6,227,86.3,69.4
"School","11X288","Collegiate Institute for Math and Science","All Grades","2016-17","All Students","All Students",99494,10126,89368,89.8,630,199,31.6,637,0,0,0,0,0,0,0,0,0,0,145,173,171,148,289,45.4,348,54.6,75,11.8,215,33.8,269,42.2,15,2.4,63,9.9,113,17.7,20,3.1,440,69.1,61
"School","11X290","Bronx Academy of Health Careers","All Grades","2016-17","All Students","All Students",65976,8141,57835,87.7,437,156,35.7,427,0,0,0,0,0,0,0,0,0,0,136,113,96,82,279,65.3,148,34.7,20,4.7,158,37,231,54.1,9,2.1,9,2.1,97,22.7,48,11.2,302,70.7,78.3
"School","11X299","Astor Collegiate Academy","All Grades","2016-17","All Students","All Students",76983,10958,66025,85.8,484,198,40.9,500,0,0,0,0,0,0,0,0,0,0,173,141,81,105,220,44,280,56,30,6,160,32,233,46.6,16,3.2,61,12.2,121,24.2,28,5.6,400,80,61.7
"School","11X326","Bronx Green Middle School","All Grades","2016-17","All Students","All Students",69270,5382,63888,92.2,407,100,24.6,394,0,0,0,0,0,0,0,132,130,132,0,0,0,0,192,48.7,202,51.3,27,6.9,95,24.1,225,57.1,3,0.8,44,11.2,92,23.4,63,16,376,95.4,71.5
"School","11X355","Bronx Alliance Middle School","All Grades","2016-17","All Students","All Students",59464,5162,54302,91.3,360,121,33.6,332,0,0,0,0,0,0,0,100,123,109,0,0,0,0,150,45.2,182,54.8,11,3.3,199,59.9,112,33.7,5,1.5,5,1.5,79,23.8,27,8.1,277,83.4,68
"School","11X357","Young Voices Academy of the Bronx","All Grades","2016-17","All Students","All Students",48238,2929,45309,93.9,286,60,21,274,35,50,72,63,54,0,0,0,0,0,0,0,0,0,121,44.2,153,55.8,25,9.1,35,12.8,174,63.5,2,0.7,38,13.9,44,16.1,51,18.6,240,87.6,67.8
"School","11X370","Leaders of Tomorrow","All Grades","2016-17","All Students","All Students",69417,6164,63253,91.1,436,129,29.6,393,0,0,0,0,0,0,0,123,134,136,0,0,0,0,166,42.2,227,57.8,10,2.5,225,57.3,135,34.4,11,2.8,12,3.1,127,32.3,66,16.8,372,94.7,72.2
"School","11X418","Bronx High School for the Visual Arts","All Grades","2016-17","All Students","All Students",74551,11753,62798,84.2,480,218,45.4,471,0,0,0,0,0,0,0,0,0,0,174,136,82,79,232,49.3,239,50.7,13,2.8,138,29.3,268,56.9,3,0.6,49,10.4,142,30.1,20,4.2,357,75.8,67.9
"School","11X455","Harry S Truman High School","All Grades","2016-17","All Students","All Students",319374,30876,288498,90.3,2076,484,23.3,2023,0,0,0,0,0,0,0,0,0,0,689,518,416,400,828,40.9,1195,59.1,54,2.7,1028,50.8,860,42.5,23,1.1,58,2.9,511,25.3,142,7,1403,69.4,64.7
"School","11X462","Cornerstone Academy for Social Action Middle Schoo","All Grades","2016-17","All Students","All Students",46663,3334,43329,92.9,274,56,20.4,264,0,0,0,0,0,0,0,85,94,85,0,0,0,0,129,48.9,135,51.1,2,0.8,173,65.5,79,29.9,3,1.1,7,2.7,65,24.6,4,1.5,222,84.1,62.9
"School","11X468","Pelham Academy of Academics and Community Engageme","All Grades","2016-17","All Students","All Students",58221,4076,54145,93,338,81,24,333,0,0,0,0,0,0,0,104,98,131,0,0,0,0,168,50.5,165,49.5,26,7.8,54,16.2,206,61.9,1,0.3,46,13.8,59,17.7,50,15,273,82,67.6
"School","11X481","The STEAM Bridge School","All Grades","2016-17","All Students","All Students",17560,1434,16126,91.8,105,38,36.2,101,0,53,48,0,0,0,0,0,0,0,0,0,0,0,40,39.6,61,60.4,3,3,17,16.8,67,66.3,2,2,12,11.9,20,19.8,17,16.8,90,89.1,73.5
"School","11X483","The Matilda Avenue School","All Grades","2016-17","All Students","All Students",13460,1127,12333,91.6,84,30,35.7,75,0,42,33,0,0,0,0,0,0,0,0,0,0,0,31,41.3,44,58.7,2,2.7,39,52,24,32,3,4,7,9.3,6,8,3,4,64,85.3,61.1
"School","11X498","P.S./M.S. 11X498 - VAN NEST ACADEMY","All Grades","2016-17","All Students","All Students",111921,5782,106139,94.8,643,81,12.6,638,0,49,61,63,61,61,59,97,92,95,0,0,0,0,317,49.7,321,50.3,49,7.7,74,11.6,415,65,6,0.9,94,14.7,137,21.5,42,6.6,503,78.8,62.4
"School","11X508","Bronxdale High School","All Grades","2016-17","All Students","All Students",69420,11003,58417,84.2,443,203,45.8,445,0,0,0,0,0,0,0,0,0,0,123,123,104,95,205,46.1,240,53.9,16,3.6,134,30.1,259,58.2,5,1.1,31,7,96,21.6,34,7.6,353,79.3,70.8
"School","11X509","High School of Language and Innovation","All Grades","2016-17","All Students","All Students",54867,6940,47927,87.4,364,132,36.3,359,0,0,0,0,0,0,0,0,0,0,83,96,86,94,169,47.1,190,52.9,62,17.3,33,9.2,200,55.7,9,2.5,55,15.3,14,3.9,295,82.2,349,97.2,94.2
"School","11X513","New World High School","All Grades","2016-17","All Students","All Students",63220,4708,58512,92.6,409,98,24,400,0,0,0,0,0,0,0,0,0,0,119,115,85,81,205,51.2,195,48.8,45,11.2,54,13.5,250,62.5,14,3.5,37,9.3,22,5.5,266,66.5,375,93.8,91
"School","11X514","The Bronxwood Preparatory Academy","All Grades","2016-17","All Students","All Students",64989,6103,58886,90.6,442,108,24.4,402,0,0,0,0,0,0,0,0,0,0,125,122,83,72,199,49.5,203,50.5,16,4,269,66.9,105,26.1,5,1.2,7,1.7,82,20.4,28,7,292,72.6,61.1
"School","11X529","One World Middle School at Edenwald","All Grades","2016-17","All Students","All Students",60297,4188,56109,93.1,352,88,25,343,0,0,0,0,0,0,0,113,119,111,0,0,0,0,166,48.4,177,51.6,10,2.9,191,55.7,115,33.5,18,5.2,9,2.6,85,24.8,24,7,280,81.6,67.9
"School","11X532","Baychester Middle School","All Grades","2016-17","All Students","All Students",52967,4232,48735,92,309,77,24.9,304,0,0,0,0,0,0,0,102,101,101,0,0,0,0,138,45.4,166,54.6,3,1,202,66.4,92,30.3,6,2,1,0.3,65,21.4,11,3.6,248,81.6,67.4
"School","11X542","Pelham Preparatory Academy","All Grades","2016-17","All Students","All Students",78916,7561,71355,90.4,503,149,29.6,493,0,0,0,0,0,0,0,0,0,0,136,126,135,96,260,52.7,233,47.3,29,5.9,149,30.2,254,51.5,14,2.8,47,9.5,103,20.9,19,3.9,366,74.2,61.3
"School","11X544","High School for Contemporary Arts","All Grades","2016-17","All Students","All Students",74045,10665,63380,85.6,503,192,38.2,476,0,0,0,0,0,0,0,0,0,0,113,159,84,120,238,50,237,49.8,8,1.7,165,34.7,292,61.3,7,1.5,4,0.8,134,28.2,50,10.5,319,67,75.6
"School","11X545","Bronx Aerospace High School","All Grades","2016-17","All Students","All Students",56505,10080,46425,82.2,377,175,46.4,360,0,0,0,0,0,0,0,0,0,0,89,118,76,77,78,21.7,282,78.3,15,4.2,123,34.2,204,56.7,7,1.9,11,3.1,104,28.9,59,16.4,225,62.5,71.7
"School","11X556","Bronx Park Middle School","All Grades","2016-17","All Students","All Students",70726,6006,64720,91.5,423,126,29.8,394,0,0,0,0,0,0,0,129,128,137,0,0,0,0,196,49.7,198,50.3,33,8.4,83,21.1,236,59.9,5,1.3,37,9.4,76,19.3,68,17.3,344,87.3,75.8
"School","11X566","Pelham Gardens Middle School","All Grades","2016-17","All Students","All Students",82675,8333,74342,89.9,502,194,38.6,469,0,0,0,0,0,0,0,156,156,157,0,0,0,0,239,51,230,49,12,2.6,288,61.4,143,30.5,12,2.6,14,3,109,23.2,38,8.1,316,67.4,62.6
"School","11X567","Linden Tree Elementary School","All Grades","2016-17","All Students","All Students",60400,4994,55406,91.7,366,134,36.6,343,20,61,66,70,53,73,0,0,0,0,0,0,0,0,176,51.3,167,48.7,52,15.2,60,17.5,212,61.8,7,2,12,3.5,75,21.9,86,25.1,237,69.1,68.8
"School","12X006","P.S. 006 West Farms","All Grades","2016-17","All Students","All Students",95464,11421,84043,88,598,285,47.7,549,50,74,100,87,81,75,82,0,0,0,0,0,0,0,273,49.7,276,50.3,5,0.9,119,21.7,415,75.6,2,0.4,8,1.5,121,22,57,10.4,534,97.3,91.9
"School","12X044","P.S. 044 David C. Farragut","All Grades","2016-17","All Students","All Students",49045,5680,43365,88.4,319,159,49.8,274,34,47,44,37,37,42,33,0,0,0,0,0,0,0,143,52.2,131,47.8,0,0,103,37.6,167,60.9,1,0.4,3,1.1,60,21.9,40,14.6,267,97.4,91.8
"School","12X047","P.S. 047 John Randolph","All Grades","2016-17","All Students","All Students",200282,15414,184868,92.3,1220,343,28.1,1142,0,163,176,204,200,204,195,0,0,0,0,0,0,0,570,49.9,572,50.1,145,12.7,201,17.6,743,65.1,27,2.4,26,2.3,191,16.7,293,25.7,1089,95.4,80.5
"School","12X057","P.S. 057 Crescent","All Grades","2016-17","All Students","All Students",96645,10811,85834,88.8,592,276,46.6,558,36,69,97,93,101,75,87,0,0,0,0,0,0,0,284,50.9,274,49.1,1,0.2,135,24.2,388,69.5,30,5.4,4,0.7,143,25.6,78,14,448,80.3,86.9
"School","12X061","P.S. 061 Francisco Oller","All Grades","2016-17","All Students","All Students",51155,3626,47529,92.9,306,83,27.1,293,28,43,39,34,52,45,52,0,0,0,0,0,0,0,147,50.2,146,49.8,2,0.7,56,19.1,230,78.5,4,1.4,1,0.3,49,16.7,28,9.6,279,95.2,88.2
"School","12X066","P.S. 066 School of Higher Expectations","All Grades","2016-17","All Students","All Students",123840,10828,113012,91.3,770,280,36.4,706,71,89,123,116,102,95,110,0,0,0,0,0,0,0,351,49.7,355,50.3,4,0.6,170,24.1,511,72.4,4,0.6,17,2.4,141,20,107,15.2,566,80.2,87.4
"School","12X067","P.S. 067 Mohegan School","All Grades","2016-17","All Students","All Students",107192,11146,96046,89.6,674,267,39.6,605,44,89,98,97,106,80,91,0,0,0,0,0,0,0,278,46,327,54,0,0,152,25.1,443,73.2,6,1,4,0.7,127,21,58,9.6,510,84.3,91.9
"School","12X092","P.S. 092 Bronx","All Grades","2016-17","All Students","All Students",76042,6702,69340,91.2,471,153,32.5,436,36,71,64,58,66,82,59,0,0,0,0,0,0,0,228,52.3,208,47.7,4,0.9,80,18.3,338,77.5,5,1.1,9,2.1,103,23.6,94,21.6,401,92,89.4
"School","12X098","J.H.S. 098 Herman Ridder","All Grades","2016-17","All Students","All Students",37831,3941,33890,89.6,238,81,34,210,0,0,0,0,0,0,0,76,53,81,0,0,0,0,114,54.3,96,45.7,6,2.9,48,22.9,153,72.9,1,0.5,2,1,56,26.7,61,29,200,95.2,86
"School","12X129","M.S. 129 Academy for Independent Learning and Lead","All Grades","2016-17","All Students","All Students",94773,8514,86259,91,561,185,33,534,0,0,0,0,0,0,0,177,165,192,0,0,0,0,233,43.6,301,56.4,18,3.4,172,32.2,339,63.5,3,0.6,2,0.4,148,27.7,69,12.9,490,91.8,87.6
"School","12X134","P.S. 134 George F. Bristow","All Grades","2016-17","All Students","All Students",121521,11966,109555,90.2,741,283,38.2,691,53,107,110,114,105,104,98,0,0,0,0,0,0,0,339,49.1,352,50.9,6,0.9,302,43.7,367,53.1,7,1,9,1.3,134,19.4,91,13.2,672,97.3,86.4
"School","12X150","P.S. 150 Charles James Fox","All Grades","2016-17","All Students","All Students",158985,15275,143710,90.4,958,352,36.7,909,36,138,134,146,152,163,140,0,0,0,0,0,0,0,434,47.7,475,52.3,13,1.4,187,20.6,694,76.3,5,0.6,10,1.1,218,24,220,24.2,859,94.5,87.4
"School","12X190","E.S.M.T- I.S. 190","All Grades","2016-17","All Students","All Students",43454,3276,40178,92.5,253,62,24.5,246,0,0,0,0,0,0,0,90,81,75,0,0,0,0,119,48.4,127,51.6,3,1.2,67,27.2,172,69.9,2,0.8,2,0.8,74,30.1,24,9.8,216,87.8,82.8
"School","12X195","P.S. 195","All Grades","2016-17","All Students","All Students",176602,15015,161587,91.5,1077,340,31.6,1005,36,159,157,160,161,165,167,0,0,0,0,0,0,0,494,49.2,511,50.8,18,1.8,148,14.7,818,81.4,19,1.9,2,0.2,233,23.2,304,30.2,850,84.6,89.9
"School","12X196","P.S. 196","All Grades","2016-17","All Students","All Students",171306,12291,159015,92.8,1021,267,26.2,961,18,133,163,174,164,170,139,0,0,0,0,0,0,0,462,48.1,499,51.9,10,1,171,17.8,740,77,28,2.9,12,1.2,180,18.7,297,30.9,746,77.6,85.4
"School","12X211","P.S. 211","All Grades","2016-17","All Students","All Students",103762,8088,95674,92.2,622,164,26.4,591,34,62,55,50,58,54,44,73,78,83,0,0,0,0,317,53.6,274,46.4,1,0.2,77,13,509,86.1,1,0.2,3,0.5,129,21.8,137,23.2,546,92.4,87.5
"School","12X212","P.S. 212","All Grades","2016-17","All Students","All Students",74307,7238,67069,90.3,443,181,40.9,422,25,35,32,36,34,29,47,59,55,70,0,0,0,0,207,49.1,215,50.9,3,0.7,155,36.7,254,60.2,7,1.7,3,0.7,60,14.2,91,21.6,409,96.9,88.8
