"Report Type","DBN","School Name","Grade","Year","Demographic Category","Demographic Variable","# Total Days","# Days Absent","# Days Present","% Attendance","# Contributing 20+ Total Days","# Chronically Absent","% Chronically Absent","Total Enrollment","Grade PK (Half Day & Full Day)","Grade K","Grade 1","Grade 2","Grade 3","Grade 4","Grade 5","Grade 6","Grade 7","Grade 8","Grade 9","Grade 10","Grade 11","Grade 12","# Female","% Female","# Male","% Male","# Asian","% Asian","# Black","% Black","# Hispanic","% Hispanic","# Multiple Race Categories Not Represented","% Multiple Race Categories Not Represented","# White","% White","# Students with Disabilities","% Students with Disabilities","# English Language Learners","% English Language Learners","# Poverty","% Poverty","Economic Need Index"
"School","09X443","The Family School","All Grades","2016-17","All Students","All Students",93385,7517,85868,92,592,177,29.9,524,36,84,88,80,69,87,80,0,0,0,0,0,0,0,277,52.9,247,47.1,26,5,143,27.3,346,66,3,0.6,6,1.1,109,20.8,185,35.3,475,90.6,88.8
"School","09X449","Grant Avenue Elementary School","All Grades","2016-17","All Students","All Students",78620,5622,72998,92.8,479,121,25.3,444,18,72,69,75,93,58,59,0,0,0,0,0,0,0,209,47.1,235,52.9,20,4.5,126,28.4,276,62.2,13,2.9,9,2,139,31.3,104,23.4,440,99.1,85.2
"School","09X454","Science and Technology Academy: A Mott Hall School","All Grades","2016-17","All Students","All Students",75671,6325,69346,91.6,449,131,29.2,433,0,0,0,0,0,0,0,146,135,152,0,0,0,0,197,45.5,236,54.5,12,2.8,117,27,302,69.7,1,0.2,1,0.2,97,22.4,88,20.3,384,88.7,81.8
"School","09X457","Sheridan Academy for Young Leaders","All Grades","2016-17","All Students","All Students",99113,8668,90445,91.3,604,214,35.4,570,0,78,102,92,97,104,97,0,0,0,0,0,0,0,292,51.2,278,48.8,5,0.9,173,30.4,379,66.5,2,0.4,11,1.9,120,21.1,120,21.1,541,94.9,90.3
"School","09X505","Bronx School for Law, Government and Justice","All Grades","2016-17","All Students","All Students",127692,9895,117797,92.3,796,181,22.7,774,0,0,0,0,0,0,0,97,89,97,143,135,114,99,426,55,348,45,10,1.3,192,24.8,550,71.1,14,1.8,8,1,163,21.1,56,7.2,707,91.3,79.9
"School","09X517","Frederick Douglass Academy III Secondary School","All Grades","2016-17","All Students","All Students",65969,15558,50411,76.4,454,298,65.6,409,0,0,0,0,0,0,0,0,0,0,137,104,98,70,178,43.5,231,56.5,1,0.2,182,44.5,212,51.8,7,1.7,7,1.7,90,22,58,14.2,358,87.5,87.9
"School","09X525","Bronx Leadership Academy High School","All Grades","2016-17","All Students","All Students",98522,18049,80473,81.7,666,360,54.1,651,0,0,0,0,0,0,0,0,0,0,159,147,158,187,307,47.2,344,52.8,3,0.5,194,29.8,435,66.8,12,1.8,7,1.1,191,29.3,113,17.4,577,88.6,85.3
"School","09X543","High School for Violin and Dance","All Grades","2016-17","All Students","All Students",44425,12726,31699,71.4,297,205,69,288,0,0,0,0,0,0,0,0,0,0,43,60,87,98,228,79.2,60,20.8,2,0.7,101,35.1,181,62.8,1,0.3,3,1,78,27.1,47,16.3,264,91.7,87
"School","09X555","Mount Eden Children's Academy","All Grades","2016-17","All Students","All Students",75396,3701,71695,95.1,435,57,13.1,432,53,53,68,69,62,66,61,0,0,0,0,0,0,0,224,51.9,208,48.1,1,0.2,98,22.7,326,75.5,5,1.2,2,0.5,71,16.4,86,19.9,408,94.4,83.5
"School","09X564","Claremont International HS","All Grades","2016-17","All Students","All Students",60841,9568,51273,84.3,400,166,41.5,377,0,0,0,0,0,0,0,0,0,0,94,93,93,97,198,52.5,179,47.5,29,7.7,78,20.7,257,68.2,3,0.8,10,2.7,16,4.2,321,85.1,238,63.1,96.9
"School","09X568","Young Women's Leadership School of the Bronx","All Grades","2016-17","All Students","All Students",66068,4951,61117,92.5,391,85,21.7,400,0,0,0,0,0,0,0,91,86,79,82,62,0,0,400,100,0,0,13,3.2,140,35,237,59.2,7,1.8,3,0.7,72,18,25,6.3,344,86,76.5
"School","10X003","P.S. 3 Raul Julia Micro Society","All Grades","2016-17","All Students","All Students",59123,5319,53804,91,349,119,34.1,339,33,34,34,35,43,37,33,25,38,27,0,0,0,0,187,55.2,152,44.8,5,1.5,105,31,226,66.7,1,0.3,2,0.6,62,18.3,35,10.3,326,96.2,90.1
"School","10X007","Milton Fein School","All Grades","2016-17","All Students","All Students",132865,5516,127349,95.8,779,62,8,756,0,79,84,91,165,172,165,0,0,0,0,0,0,0,378,50,378,50,35,4.6,51,6.7,606,80.2,6,0.8,58,7.7,105,13.9,165,21.8,635,84,67.2
"School","10X008","P.S. 008 Isaac Varian","All Grades","2016-17","All Students","All Students",190492,15650,174842,91.8,1142,374,32.7,1072,0,149,135,181,205,182,220,0,0,0,0,0,0,0,514,47.9,558,52.1,49,4.6,104,9.7,834,77.8,10,0.9,75,7,275,25.7,294,27.4,929,86.7,74.7
"School","10X009","P.S. 9 Ryer Avenue Elementary School","All Grades","2016-17","All Students","All Students",149899,14297,135602,90.5,920,363,39.5,861,75,125,122,117,148,140,134,0,0,0,0,0,0,0,427,49.6,434,50.4,11,1.3,129,15,699,81.2,13,1.5,9,1,191,22.2,261,30.3,752,87.3,91.5
"School","10X015","P.S. X015 Institute for Environmental Learning","All Grades","2016-17","All Students","All Students",87415,4944,82471,94.3,510,77,15.1,505,0,46,55,51,56,51,56,64,60,66,0,0,0,0,252,49.9,253,50.1,6,1.2,65,12.9,428,84.8,5,1,1,0.2,113,22.4,44,8.7,352,69.7,80.9
"School","10X020","PS/MS 20 P.O.George J. Werdann, III","All Grades","2016-17","All Students","All Students",190118,15142,174976,92,1140,332,29.1,1075,18,101,118,122,108,139,134,124,129,82,0,0,0,0,526,48.9,549,51.1,105,9.8,101,9.4,776,72.2,23,2.1,70,6.5,296,27.5,230,21.4,1010,94,76.2
"School","10X023","P.S. 023 The New Children's School","All Grades","2016-17","All Students","All Students",90202,8122,82080,91,554,187,33.8,520,48,75,71,67,94,86,79,0,0,0,0,0,0,0,261,50.2,259,49.8,2,0.4,192,36.9,319,61.3,3,0.6,4,0.8,138,26.5,89,17.1,455,87.5,91.3
"School","10X024","P.S. 024 Spuyten Duyvil","All Grades","2016-17","All Students","All Students",168539,9213,159326,94.5,981,118,12,964,0,151,176,173,159,156,149,0,0,0,0,0,0,0,470,48.8,494,51.2,85,8.8,58,6,409,42.4,45,4.7,367,38.1,136,14.1,33,3.4,266,27.6,20.7
"School","10X032","P.S. 032 Belmont","All Grades","2016-17","All Students","All Students",144525,12542,131983,91.3,880,298,33.9,820,36,107,129,148,136,135,129,0,0,0,0,0,0,0,435,53,385,47,5,0.6,204,24.9,587,71.6,8,1,16,2,209,25.5,115,14,810,98.8,88.7
"School","10X033","P.S. 033 Timothy Dwight","All Grades","2016-17","All Students","All Students",172393,14719,157674,91.5,1032,337,32.7,994,54,146,154,160,162,173,145,0,0,0,0,0,0,0,481,48.4,513,51.6,12,1.2,113,11.4,836,84.1,17,1.7,16,1.6,220,22.1,247,24.8,775,78,86.6
"School","10X037","P.S. X037 - Multiple Intelligence School","All Grades","2016-17","All Students","All Students",109534,9287,100247,91.5,662,195,29.5,623,0,56,71,69,98,97,73,37,54,68,0,0,0,0,292,46.9,331,53.1,11,1.8,143,23,452,72.6,8,1.3,9,1.4,167,26.8,115,18.5,460,73.8,75.9
"School","10X045","Thomas C. Giordano Middle School 45","All Grades","2016-17","All Students","All Students",124577,10312,114265,91.7,741,211,28.5,717,0,0,0,0,0,0,0,242,247,228,0,0,0,0,355,49.5,362,50.5,10,1.4,116,16.2,559,78,5,0.7,27,3.8,132,18.4,134,18.7,698,97.4,84.1
"School","10X046","P.S. 046 Edgar Allan Poe","All Grades","2016-17","All Students","All Students",180801,15300,165501,91.5,1096,377,34.4,1036,0,154,167,164,191,190,170,0,0,0,0,0,0,0,489,47.2,547,52.8,30,2.9,156,15.1,820,79.2,5,0.5,25,2.4,278,26.8,401,38.7,857,82.7,88.6
"School","10X051","P.S. 051 Bronx New School","All Grades","2016-17","All Students","All Students",40146,2628,37518,93.5,238,51,21.4,232,18,42,46,39,27,29,31,0,0,0,0,0,0,0,109,47,123,53,4,1.7,81,34.9,142,61.2,2,0.9,3,1.3,36,15.5,8,3.4,205,88.4,75.7
"School","10X054","P.S./I.S. 54","All Grades","2016-17","All Students","All Students",87130,6895,80235,92.1,542,164,30.3,501,53,81,72,76,74,77,68,0,0,0,0,0,0,0,254,50.7,247,49.3,10,2,125,25,363,72.5,1,0.2,2,0.4,103,20.6,122,24.4,494,98.6,88.9
"School","10X056","P.S. 056 Norwood Heights","All Grades","2016-17","All Students","All Students",121936,8764,113172,92.8,733,190,25.9,699,0,130,111,108,109,111,130,0,0,0,0,0,0,0,333,47.6,366,52.4,142,20.3,47,6.7,451,64.5,11,1.6,48,6.9,167,23.9,132,18.9,519,74.2,81.4
"School","10X059","P.S. 059 The Community School of Technology","All Grades","2016-17","All Students","All Students",107267,11587,95680,89.2,665,287,43.2,604,59,78,83,89,92,111,92,0,0,0,0,0,0,0,308,51,296,49,8,1.3,171,28.3,415,68.7,6,1,4,0.7,164,27.2,104,17.2,592,98,93.5
"School","10X077","Bedford Park Elementary School","All Grades","2016-17","All Students","All Students",52108,4255,47853,91.8,316,100,31.6,294,31,109,84,70,0,0,0,0,0,0,0,0,0,0,147,50,147,50,33,11.2,21,7.1,202,68.7,6,2,32,10.9,43,14.6,83,28.2,268,91.2,80.3
"School","10X080","J.H.S. 080 The Mosholu Parkway","All Grades","2016-17","All Students","All Students",117811,6821,110990,94.2,725,116,16,655,0,0,0,0,0,0,0,203,220,232,0,0,0,0,301,46,354,54,91,13.9,83,12.7,436,66.6,5,0.8,40,6.1,138,21.1,225,34.4,578,88.2,78.4
"School","10X081","P.S. 081 Robert J. Christen","All Grades","2016-17","All Students","All Students",130513,9187,121326,93,773,180,23.3,740,0,140,127,133,118,114,108,0,0,0,0,0,0,0,354,47.8,386,52.2,49,6.6,57,7.7,399,53.9,27,3.6,208,28.1,127,17.2,69,9.3,339,45.8,31.5
"School","10X085","P.S. 085 Great Expectations","All Grades","2016-17","All Students","All Students",175254,13394,161860,92.4,1064,300,28.2,989,75,145,134,151,153,166,165,0,0,0,0,0,0,0,485,49,504,51,10,1,261,26.4,704,71.2,10,1,4,0.4,229,23.2,274,27.7,949,96,86.9
"School","10X086","P.S. 086 Kingsbridge Heights","All Grades","2016-17","All Students","All Students",298741,19377,279364,93.5,1769,365,20.6,1705,40,230,227,276,252,207,271,202,0,0,0,0,0,0,853,50,852,50,71,4.2,122,7.2,1477,86.6,14,0.8,21,1.2,359,21.1,519,30.4,1345,78.9,85.7
"School","10X091","P.S. 091 Bronx","All Grades","2016-17","All Students","All Students",132569,11428,121141,91.4,805,268,33.3,756,0,133,139,119,134,114,117,0,0,0,0,0,0,0,378,50,378,50,25,3.3,127,16.8,579,76.6,13,1.7,12,1.6,171,22.6,299,39.6,718,95,87.2
"School","10X094","P.S. 094 Kings College School","All Grades","2016-17","All Students","All Students",224937,19366,205571,91.4,1367,468,34.2,1271,0,204,252,217,209,191,198,0,0,0,0,0,0,0,617,48.5,654,51.5,127,10,226,17.8,847,66.6,32,2.5,39,3.1,293,23.1,343,27,1205,94.8,82
"School","10X095","P.S. 095 Sheila Mencher","All Grades","2016-17","All Students","All Students",233313,18861,214452,91.9,1388,398,28.7,1329,0,131,144,149,147,153,135,159,156,155,0,0,0,0,631,47.5,698,52.5,86,6.5,229,17.2,938,70.6,24,1.8,52,3.9,268,20.2,262,19.7,930,70,74.5
"School","10X118","J.H.S. 118 William W. Niles","All Grades","2016-17","All Students","All Students",201941,15639,186302,92.3,1192,311,26.1,1148,0,0,0,0,0,0,0,372,398,378,0,0,0,0,585,51,563,49,181,15.8,242,21.1,689,60,4,0.3,32,2.8,238,20.7,114,9.9,1038,90.4,80.5
"School","10X141","Riverdale / Kingsbridge Academy (Middle School / H","All Grades","2016-17","All Students","All Students",243419,15019,228400,93.8,1475,258,17.5,1459,0,0,0,0,0,0,0,245,246,261,200,189,172,146,718,49.2,741,50.8,126,8.6,137,9.4,796,54.6,12,0.8,388,26.6,281,19.3,113,7.7,720,49.3,40
"School","10X159","P.S. 159 Luis Munoz Marin Biling","All Grades","2016-17","All Students","All Students",33932,2865,31067,91.6,201,65,32.3,193,0,38,37,50,22,21,25,0,0,0,0,0,0,0,101,52.3,92,47.7,0,0,17,8.8,172,89.1,1,0.5,3,1.6,35,18.1,61,31.6,153,79.3,88.3
"School","10X205","P.S. 205 Fiorello LaGuardia","All Grades","2016-17","All Students","All Students",183691,13677,170014,92.6,1117,315,28.2,1040,0,158,173,192,171,169,177,0,0,0,0,0,0,0,554,53.3,486,46.7,16,1.5,136,13.1,829,79.7,7,0.7,52,5,236,22.7,244,23.5,844,81.2,88.2
"School","10X206","I.S. 206 Ann Mersereau","All Grades","2016-17","All Students","All Students",34422,3270,31152,90.5,208,71,34.1,197,0,0,0,0,0,0,0,55,66,76,0,0,0,0,90,45.7,107,54.3,2,1,31,15.7,159,80.7,2,1,3,1.5,72,36.5,51,25.9,156,79.2,86.9
"School","10X207","P.S. 207","All Grades","2016-17","All Students","All Students",61169,5024,56145,91.8,371,105,28.3,336,33,81,98,124,0,0,0,0,0,0,0,0,0,0,157,46.7,179,53.3,13,3.9,26,7.7,277,82.4,1,0.3,19,5.7,54,16.1,129,38.4,239,71.1,73.2
"School","10X209","P.S. 209","All Grades","2016-17","All Students","All Students",48334,3135,45199,93.5,285,61,21.4,284,36,101,77,70,0,0,0,0,0,0,0,0,0,0,157,55.3,127,44.7,2,0.7,54,19,227,79.9,0,0,1,0.4,87,30.6,70,24.6,271,95.4,89.3
"School","10X213","Bronx Engineering and Technology Academy","All Grades","2016-17","All Students","All Students",63833,11656,52177,81.7,435,234,53.8,403,0,0,0,0,0,0,0,0,0,0,154,112,68,69,54,13.4,349,86.6,16,4,116,28.8,254,63,6,1.5,11,2.7,101,25.1,54,13.4,377,93.5,78
"School","10X225","Theatre Arts Production Company School","All Grades","2016-17","All Students","All Students",100341,12490,87851,87.6,624,248,39.7,615,0,0,0,0,0,0,0,79,57,65,152,114,87,61,417,67.8,198,32.2,7,1.1,176,28.6,407,66.2,11,1.8,14,2.3,150,24.4,37,6,442,71.9,79.6
"School","10X226","P.S. 226","All Grades","2016-17","All Students","All Students",85522,6173,79349,92.8,518,133,25.7,488,36,70,93,59,79,75,76,0,0,0,0,0,0,0,235,48.2,253,51.8,3,0.6,113,23.2,365,74.8,6,1.2,1,0.2,85,17.4,112,23,477,97.7,89.2
"School","10X228","Jonas Bronck Academy","All Grades","2016-17","All Students","All Students",46811,860,45951,98.2,266,5,1.9,266,0,0,0,0,0,0,0,89,88,89,0,0,0,0,136,51.1,130,48.9,12,4.5,41,15.4,204,76.7,3,1.1,6,2.3,53,19.9,15,5.6,242,91,76
"School","10X237","The Marie Curie School for Medicine, Nursing, and","All Grades","2016-17","All Students","All Students",84732,15218,69514,82,573,304,53.1,533,0,0,0,0,0,0,0,0,0,0,175,146,126,86,417,78.2,116,21.8,17,3.2,175,32.8,313,58.7,13,2.4,15,2.8,109,20.5,67,12.6,366,68.7,76.3
"School","10X243","West Bronx Academy for the Future","All Grades","2016-17","All Students","All Students",99569,11709,87860,88.2,618,204,33,605,0,0,0,0,0,0,0,89,90,93,123,101,63,46,265,43.8,340,56.2,10,1.7,112,18.5,469,77.5,2,0.3,12,2,166,27.4,72,11.9,565,93.4,81.9
"School","10X244","The New School for Leadership and Journalism","All Grades","2016-17","All Students","All Students",126484,9247,117237,92.7,751,179,23.8,716,0,0,0,0,0,0,0,190,248,278,0,0,0,0,347,48.5,369,51.5,22,3.1,70,9.8,595,83.1,7,1,22,3.1,176,24.6,151,21.1,674,94.1,82.2
"School","10X246","P.S. 246 Poe Center","All Grades","2016-17","All Students","All Students",130282,11220,119062,91.4,772,263,34.1,734,0,108,102,135,128,142,119,0,0,0,0,0,0,0,344,46.9,390,53.1,23,3.1,66,9,612,83.4,6,0.8,27,3.7,156,21.3,250,34.1,666,90.7,86.5
"School","10X254","I.S. 254","All Grades","2016-17","All Students","All Students",84619,7440,77179,91.2,512,161,31.4,484,0,0,0,0,0,0,0,145,144,195,0,0,0,0,217,44.8,267,55.2,12,2.5,85,17.6,378,78.1,4,0.8,5,1,137,28.3,159,32.9,379,78.3,85.2
"School","10X264","Bronx Academy for Software Engineering (BASE)","All Grades","2016-17","All Students","All Students",68914,8162,60752,88.2,431,135,31.3,436,0,0,0,0,0,0,0,0,0,0,132,120,96,88,87,20,349,80,30,6.9,125,28.7,259,59.4,11,2.5,11,2.5,121,27.8,27,6.2,270,61.9,67.9
"School","10X268","Kingsbridge International High School","All Grades","2016-17","All Students","All Students",71183,9209,61974,87.1,473,188,39.7,487,0,0,0,0,0,0,0,0,0,0,113,119,138,117,251,51.5,236,48.5,31,6.4,16,3.3,420,86.2,2,0.4,18,3.7,21,4.3,427,87.7,455,93.4,95.5
"School","10X279","P.S. 279 Captain Manuel Rivera, Jr.","All Grades","2016-17","All Students","All Students",196148,12298,183850,93.7,1178,220,18.7,1125,0,105,127,127,127,133,121,124,136,125,0,0,0,0,541,48.1,584,51.9,38,3.4,187,16.6,884,78.6,11,1,5,0.4,224,19.9,348,30.9,1085,96.4,89.7
"School","10X280","P.S./M.S. 280 Mosholu Parkway","All Grades","2016-17","All Students","All Students",156483,11825,144658,92.4,918,247,26.9,891,0,79,87,94,97,103,99,128,102,102,0,0,0,0,427,47.9,464,52.1,88,9.9,80,9,666,74.7,4,0.4,53,5.9,254,28.5,133,14.9,833,93.5,78.7
"School","10X284","Bronx School of Law and Finance","All Grades","2016-17","All Students","All Students",62166,12206,49960,80.4,422,234,55.5,394,0,0,0,0,0,0,0,0,0,0,138,95,66,95,173,43.9,221,56.1,6,1.5,109,27.7,267,67.8,4,1,8,2,96,24.4,66,16.8,333,84.5,79.9
"School","10X291","P.S. 291","All Grades","2016-17","All Students","All Students",116679,9947,106732,91.5,693,225,32.5,663,0,99,96,122,118,116,112,0,0,0,0,0,0,0,328,49.5,335,50.5,5,0.8,70,10.6,584,88.1,2,0.3,2,0.3,112,16.9,165,24.9,654,98.6,88
"School","10X306","P.S. 306","All Grades","2016-17","All Students","All Students",125892,9705,116187,92.3,756,214,28.3,709,0,106,92,113,122,144,132,0,0,0,0,0,0,0,367,51.8,342,48.2,7,1,173,24.4,522,73.6,1,0.1,6,0.8,154,21.7,107,15.1,545,76.9,88.3
"School","10X307","Luisa Pineiro Fuentes School of Science and Discov","All Grades","2016-17","All Students","All Students",70029,4096,65933,94.2,420,78,18.6,400,0,79,64,75,64,59,59,0,0,0,0,0,0,0,213,53.3,187,46.8,25,6.3,28,7,341,85.3,1,0.2,5,1.3,83,20.7,126,31.5,317,79.3,83.5
"School","10X308","Bronx Dance Academy School","All Grades","2016-17","All Students","All Students",48037,3275,44762,93.2,276,68,24.6,275,0,0,0,0,0,0,0,99,84,92,0,0,0,0,209,76,66,24,7,2.5,57,20.7,209,76,1,0.4,1,0.4,63,22.9,14,5.1,246,89.5,78.2
"School","10X310","P.S. 310 Marble Hill","All Grades","2016-17","All Students","All Students",139110,9615,129495,93.1,827,214,25.9,791,65,136,114,138,110,118,110,0,0,0,0,0,0,0,385,48.7,406,51.3,7,0.9,76,9.6,670,84.7,6,0.8,32,4,127,16.1,125,15.8,754,95.3,85.4
"School","10X315","P.S. 315 Lab School","All Grades","2016-17","All Students","All Students",47771,3118,44653,93.5,274,58,21.2,274,0,25,25,28,31,32,31,45,32,25,0,0,0,0,129,47.1,145,52.9,5,1.8,37,13.5,228,83.2,3,1.1,1,0.4,61,22.3,44,16.1,265,96.7,85.5
"School","10X331","The Bronx School of Young Leaders","All Grades","2016-17","All Students","All Students",69982,3295,66687,95.3,413,45,10.9,391,0,0,0,0,0,0,0,118,121,152,0,0,0,0,181,46.3,210,53.7,6,1.5,83,21.2,298,76.2,0,0,4,1,98,25.1,77,19.7,299,76.5,88.4
"School","10X340","P.S. 340","All Grades","2016-17","All Students","All Students",115791,9088,106703,92.2,694,211,30.4,659,20,106,110,106,111,110,96,0,0,0,0,0,0,0,301,45.7,358,54.3,12,1.8,71,10.8,560,85,2,0.3,14,2.1,166,25.2,188,28.5,547,83,86.6
"School","10X342","International School for Liberal Arts","All Grades","2016-17","All Students","All Students",86860,6303,80557,92.7,554,92,16.6,533,0,0,0,0,0,0,0,40,51,55,88,105,87,107,250,46.9,283,53.1,0,0,1,0.2,530,99.4,0,0,2,0.4,43,8.1,347,65.1,477,89.5,89.7
"School","10X344","Ampark Neighborhood","All Grades","2016-17","All Students","All Students",69278,4137,65141,94,398,54,13.6,398,0,52,66,63,58,78,81,0,0,0,0,0,0,0,196,49.2,202,50.8,16,4,56,14.1,252,63.3,12,3,62,15.6,71,17.8,16,4,205,51.5,42.1
"School","10X351","Bronx Collaborative High School","All Grades","2016-17","All Students","All Students",75234,14894,60340,80.2,494,274,55.5,488,0,0,0,0,0,0,0,0,0,0,123,145,134,86,227,46.5,261,53.5,10,2,151,30.9,296,60.7,14,2.9,17,3.5,106,21.7,98,20.1,414,84.8,79.5
"School","10X353","World View High School","All Grades","2016-17","All Students","All Students",71474,8090,63384,88.7,459,158,34.4,449,0,0,0,0,0,0,0,0,0,0,172,114,99,64,242,53.9,207,46.1,4,0.9,108,24.1,321,71.5,10,2.2,6,1.3,81,18,142,31.6,393,87.5,79.6
"School","10X360","P.S. 360","All Grades","2016-17","All Students","All Students",88448,8374,80074,90.5,535,218,40.7,507,49,77,88,87,71,65,70,0,0,0,0,0,0,0,247,48.7,260,51.3,7,1.4,63,12.4,420,82.8,0,0,17,3.4,118,23.3,73,14.4,463,91.3,75.4
"School","10X363","Academy For Personal Leadership And Excellence","All Grades","2016-17","All Students","All Students",89111,6046,83065,93.2,533,115,21.6,503,0,0,0,0,0,0,0,175,167,161,0,0,0,0,217,43.1,286,56.9,11,2.2,54,10.7,429,85.3,2,0.4,7,1.4,126,25,167,33.2,486,96.6,87.6
"School","10X368","In-Tech Academy (M.S. / High School 368)","All Grades","2016-17","All Students","All Students",159526,12328,147198,92.3,969,216,22.3,945,0,0,0,0,0,0,0,147,141,171,158,137,96,95,449,47.5,496,52.5,37,3.9,84,8.9,770,81.5,14,1.5,40,4.2,181,19.2,153,16.2,861,91.1,71.8
"School","10X374","Knowledge and Power Preparatory Academy Internatio","All Grades","2016-17","All Students","All Students",73745,9004,64741,87.8,477,172,36.1,473,0,0,0,0,0,0,0,0,0,0,138,131,107,97,267,56.4,206,43.6,14,3,136,28.8,299,63.2,13,2.7,11,2.3,120,25.4,63,13.3,422,89.2,77.5
"School","10X382","Elementary School for Math, Science, and Technolog","All Grades","2016-17","All Students","All Students",50223,3674,46549,92.7,302,86,28.5,290,0,49,48,50,57,40,46,0,0,0,0,0,0,0,156,53.8,134,46.2,0,0,72,24.8,215,74.1,2,0.7,1,0.3,47,16.2,97,33.4,283,97.6,89.5
"School","10X386","School for Environmental Citizenship","All Grades","2016-17","All Students","All Students",109006,7829,101177,92.8,655,157,24,617,69,99,101,102,102,71,73,0,0,0,0,0,0,0,297,48.1,320,51.9,3,0.5,95,15.4,510,82.7,1,0.2,8,1.3,110,17.8,204,33.1,613,99.4,93.3
"School","10X390","M.S. 390","All Grades","2016-17","All Students","All Students",90421,5611,84810,93.8,541,107,19.8,522,0,0,0,0,0,0,0,185,187,150,0,0,0,0,239,45.8,283,54.2,6,1.1,67,12.8,446,85.4,1,0.2,2,0.4,144,27.6,143,27.4,510,97.7,92
"School","10X391","The Angelo Patri Middle School","All Grades","2016-17","All Students","All Students",93209,7160,86049,92.3,571,116,20.3,528,0,0,0,0,0,0,0,166,181,181,0,0,0,0,226,42.8,302,57.2,7,1.3,114,21.6,402,76.1,2,0.4,3,0.6,166,31.4,200,37.9,446,84.5,89.7
"School","10X396","P.S. 396","All Grades","2016-17","All Students","All Students",62072,4572,57500,92.6,382,104,27.2,349,32,42,46,44,65,60,60,0,0,0,0,0,0,0,154,44.1,195,55.9,1,0.3,69,19.8,269,77.1,3,0.9,7,2,95,27.2,87,24.9,323,92.6,90.3
"School","10X433","High School for Teaching and the Professions","All Grades","2016-17","All Students","All Students",72544,13288,59256,81.7,467,239,51.2,462,0,0,0,0,0,0,0,0,0,0,142,116,118,86,252,54.5,210,45.5,10,2.2,79,17.1,355,76.8,6,1.3,12,2.6,115,24.9,93,20.1,387,83.8,82.4
"School","10X434","Belmont Preparatory High School","All Grades","2016-17","All Students","All Students",66415,7197,59218,89.2,415,139,33.5,412,0,0,0,0,0,0,0,0,0,0,114,120,81,97,221,53.6,191,46.4,12,2.9,108,26.2,284,68.9,3,0.7,5,1.2,87,21.1,37,9,368,89.3,75.5
"School","10X437","Fordham High School for the Arts","All Grades","2016-17","All Students","All Students",59663,5450,54213,90.9,375,98,26.1,375,0,0,0,0,0,0,0,0,0,0,111,72,94,98,278,74.1,97,25.9,5,1.3,131,34.9,223,59.5,9,2.4,7,1.9,70,18.7,10,2.7,330,88,74.1
"School","10X438","Fordham Leadership Academy","All Grades","2016-17","All Students","All Students",52940,5192,47748,90.2,344,95,27.6,349,0,0,0,0,0,0,0,0,0,0,122,104,64,59,125,35.8,224,64.2,7,2,90,25.8,240,68.8,1,0.3,11,3.2,100,28.7,70,20.1,297,85.1,81.9
"School","10X439","Bronx High School for Law and Community Service","All Grades","2016-17","All Students","All Students",66115,12085,54030,81.7,431,237,55,423,0,0,0,0,0,0,0,0,0,0,133,120,77,93,225,53.2,198,46.8,9,2.1,105,24.8,291,68.8,8,1.9,10,2.4,116,27.4,61,14.4,367,86.8,80.9
"School","10X440","DeWitt Clinton High School","All Grades","2016-17","All Students","All Students",220419,34327,186092,84.4,1473,641,43.5,1476,0,0,0,0,0,0,0,0,0,0,531,384,323,238,666,45.1,810,54.9,131,8.9,474,32.1,788,53.4,31,2.1,52,3.5,234,15.9,358,24.3,1187,80.4,77.7
"School","10X442","Celia Cruz Bronx High School of Music, The","All Grades","2016-17","All Students","All Students",68795,6537,62258,90.5,432,136,31.5,428,0,0,0,0,0,0,0,0,0,0,137,120,92,79,273,63.8,155,36.2,9,2.1,105,24.5,293,68.5,17,4,4,0.9,83,19.4,21,4.9,371,86.7,73.9
